Sender,Subject,Label,predicted_risk_level,predicted_risk_score,certainty_level,coordination_explanation,linguistic_risk_score,linguistic_certainty,technical_risk_score,technical_certainty,threat_intel_risk_score,threat_intel_certainty,processing_time_seconds,processed_timestamp,sender_missing,status
Server Admin,Security Services,1,MEDIUM,0.692,MEDIUM,"Based on the email security analysis, this message has been assessed as a medium risk, with a medium level of certainty. The primary contributing factor to this assessment is the linguistic content, which our Linguistic Agent flagged as highly suspicious, with a risk score of 0.82. This agent detected authority impersonation, implied urgency, and a suspicious request to 'validate your mailbox', all of which are common phishing tactics. Additionally, our Threat Intelligence Agent found that the URL in the email matches entries in known malware databases, further supporting the potential threat. Although the Technical Validation Agent's findings were inconclusive, the convergence of these indicators suggests that this email warrants caution and further investigation.",0.82,HIGH,0.5,INCONCLUSIVE,0.5,LOW,21.8,2025-11-17T01:01:24.535508,False,success
,clickathome internet service & pc ordering now available !,0,LOW,0.3,LOW,"Based on the email security analysis, the overall risk assessment is low, with a risk score of 0.30 and low certainty. The primary contributing factor to this assessment is the Linguistic Agent, which identified several red flags such as urgency tactics, specific service offers, and a request to access a suspicious URL (http://clickathomepilot.enron.com). Although the Technical Validation and Threat Intelligence agents did not find any conclusive evidence of malicious activity, the linguistic indicators alone warrant caution. The domain age and ML model confidence were inconclusive, but the combination of urgency and a suspicious URL suggests potential phishing attempts.",0.5,LOW,0.0,INCONCLUSIVE,0.0,LOW,26.73,2025-11-17T01:01:51.266032,True,success
"""monkey.org-Postmaster""",: jose@monkey.org,1,MEDIUM,0.4,LOW,"Based on the email security analysis, this email presents a medium risk with low certainty, indicating that while there are some concerning factors, the overall threat level is not high. The primary contributing factors to this assessment are the unusual email formatting and repetitive content detected by the Linguistic Agent, which also noted a lack of clear social engineering tactics and a low confidence score from the BERT model. Although the Technical Validation Agent found inconclusive results and the Threat Intelligence Agent did not find any matches in known threat databases, the combination of linguistic red flags and the inconclusive technical validation warrants a medium risk assessment. The final risk score of 0.40 is derived from the weighted contributions of these agents, with the Linguistic Agent having the most significant impact.",0.5,MEDIUM,0.5,INCONCLUSIVE,0.0,LOW,38.9,2025-11-17T01:02:30.167591,False,success
"""monkey.org""",Password for jose@monkey.org expires soon from Today 8/9/2023 12:18:50 a.m.,1,LOW,0.3,LOW,"Email security analysis completed. Risk Score: 0.30 (LOW). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.5,MEDIUM,0.0,INCONCLUSIVE,0.0,INCONCLUSIVE,24.47,2025-11-17T01:02:54.639714,False,success
Administrator-Support Monkey PortalNotification,Attention Required: You Have (8) Failed Messages on 2024-06-03,1,MEDIUM,0.69988,DEFINITIVE,"Based on the email security analysis, this email presents a medium risk, with a definitive certainty level, primarily due to linguistic indicators of a phishing attempt. The Linguistic Agent identified high-risk factors such as urgency, authority impersonation, and a suspicious request to click a link, contributing significantly to the overall risk score. While the Technical Validation Agent found some inconclusive technical indicators, the Threat Intelligence Agent did not find any matches in known threat databases, which is why those factors did not contribute to the final risk score. The convergence of these indicators, particularly the linguistic red flags, suggests this email is likely a phishing attempt designed to trick users into clicking a malicious link.",0.9998,DEFINITIVE,0.5,INCONCLUSIVE,0.0,LOW,28.68,2025-11-17T01:03:23.321593,False,success
Disney+,re: required: update your information [DD-295874-D5655],1,MEDIUM,0.59988,DEFINITIVE,"Based on the email security analysis, this message poses a medium risk, with a definitive certainty level, primarily due to linguistic indicators suggesting a phishing attempt. The Linguistic Agent identified high urgency and fear tactics, such as ""Your account is suspended,"" along with a request for billing information, contributing significantly to the overall risk score. Although the Technical Validation and Threat Intelligence agents did not find conclusive evidence, the compelling linguistic red flags warrant caution. The convergence of these indicators suggests a likely phishing attempt, despite the lack of technical or intelligence-based corroboration.",0.9998,DEFINITIVE,0.0,INCONCLUSIVE,0.0,LOW,19.63,2025-11-17T01:03:42.955983,False,success
,vng annual pmt,0,LOW,0.36,LOW,"Based on the email security analysis, the overall risk assessment is LOW, with a risk score of 0.36 and low certainty. The PRIMARY contributing factors to this assessment are the linguistic indicators identified by the Linguistic Agent, which flagged a vague and potentially misleading subject line, mention of a significant financial transaction, and attempts to establish familiarity through reference to previous discussions. The Technical Validation Agent found inconclusive technical indicators, while the Threat Intelligence Agent did not find any matches in known threat databases, which converged to lower the overall risk score. The Linguistic Agent's medium certainty and 60% weight significantly influenced the final assessment, despite the low certainty and minimal contribution from the other agents.",0.5,MEDIUM,0.3,INCONCLUSIVE,0.0,LOW,29.71,2025-11-17T01:04:12.669240,True,success
Neftlix,Tu cuenta se encuentra temporalmente suspendida,1,MEDIUM,0.6997,DEFINITIVE,"The email has been assessed as a MEDIUM risk, with a DEFINITIVE certainty level, primarily due to strong linguistic indicators of a phishing attempt. The Linguistic Agent identified high-risk elements such as urgency, authority impersonation, and fear tactics, contributing significantly to the overall score. While the Technical Validation Agent found some inconclusive technical indicators, the Threat Intelligence Agent did not find any matches in known threat databases, which is why the overall risk score is not higher. The convergence of these factors, particularly the compelling linguistic red flags, suggests this email is likely a phishing attempt aiming to pressure users into immediate action.",0.9995,DEFINITIVE,0.5,INCONCLUSIVE,0.0,LOW,32.21,2025-11-17T01:04:44.883570,False,success
"""Account Policy Admin and password management monkey.org""",monkey.org Notification for Password expiry,1,HIGH,0.7574,DEFINITIVE,"Based on the email security analysis, this email presents a high risk (0.76) of being a phishing attempt, with definitive certainty. The primary contributing factors are the linguistic indicators, which detected high-confidence phishing language (0.929) and authority impersonation, such as the use of ""Account Policy Admin"" in the sender's name. The Linguistic Agent's findings are strongly supported by the email's attempt to create urgency through a password expiry notice, while the Threat Intelligence Agent found low-certainty matches in known threat databases. Although the Technical Validation Agent's results were inconclusive, the convergence of linguistic red flags and low-level threat intelligence matches strongly suggests this email is a malicious phishing attempt.",0.929,DEFINITIVE,0.5,INCONCLUSIVE,0.5,LOW,31.74,2025-11-17T01:05:16.623297,False,success
,"robhatah istore - humanoids , bipeds , dsps , sensors and oscilloscopes",0,MEDIUM,0.6598200000000001,DEFINITIVE,"Email security analysis completed. Risk Score: 0.66 (MEDIUM). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.9997,DEFINITIVE,0.3,INCONCLUSIVE,0.0,LOW,60.78,2025-11-17T01:06:17.406230,True,success
NTFX,NET FIIX has invited you to the client portal,1,MEDIUM,0.69982,DEFINITIVE,"Based on the email security analysis, this email presents a medium risk, with a definitive certainty level, primarily due to linguistic red flags. The Linguistic Agent identified several concerning elements, including an urgent request for sensitive information (bank details) with an expiration date, inconsistent tone, and numerous grammatical errors, contributing significantly to the overall risk score. Although the Technical Validation Agent found some inconsistencies, its inconclusive results did not substantially impact the final assessment. The Threat Intelligence Agent did not find any matches in known threat databases, but the linguistic indicators alone are sufficient to warrant caution.",0.9997,DEFINITIVE,0.5,INCONCLUSIVE,0.0,LOW,35.11,2025-11-17T01:06:52.549964,False,success
,nom for 2 / 28 and 2 / 29 - hpl deliveries to eastrans,0,MEDIUM,0.4,LOW,"Based on the email security analysis, this email presents a medium risk with low certainty, primarily due to the linguistic content and some threat intelligence indicators. The Linguistic Agent flagged the email with a medium certainty, noting that while it lacks urgency, authority impersonation, or fear tactics, the overall phrasing and context raised concerns. The Threat Intelligence Agent contributed to the risk score by identifying that the URL in the email matches entries in known malware databases, although with low certainty. The Technical Validation Agent found no technical red flags, which tempered the overall risk assessment. Together, these indicators suggest a potential threat, but the lack of technical validation and low certainty in some findings warrant further investigation before concluding the email is malicious.",0.5,MEDIUM,0.0,INCONCLUSIVE,0.5,LOW,13.82,2025-11-17T01:07:06.369754,True,success
Relation Client,Dernier avertissement : Votre abonnement a t suspendu [DD-992116-D9058],1,HIGH,0.75988,DEFINITIVE,"Based on the email security analysis, this email poses a high risk (0.76) of being a phishing attempt, with a definitive certainty level. The Linguistic Agent identified strong indicators of phishing, such as urgency tactics and impersonation of Netflix, with an exceptionally high confidence score of 0.9998. The Technical Validation Agent contributed to the risk score, although its certainty was inconclusive, while the Threat Intelligence Agent found no matches in known threat databases. The convergence of linguistic red flags and technical validation indicators strongly suggests that this email is a malicious attempt to compromise your account.",0.9998,DEFINITIVE,0.8,INCONCLUSIVE,0.0,INCONCLUSIVE,22.84,2025-11-17T01:07:29.207582,False,success
'Sebastian Garcia' via all,[All] Asking you to participate in an questionnaire about Honeypots: Know your Honeypot.,1,MEDIUM,0.5386,LOW,"Based on the email security analysis, this email presents a medium risk, but with low certainty, suggesting that while there are some concerning indicators, the evidence is not conclusive. The primary contributing factor to this assessment is the linguistic analysis, which identified potential authority impersonation, urgency tactics, and a suspicious link, with a medium certainty level and a significant weight of 60%. The linguistic findings align with the technical validation, which also flagged the email for further scrutiny, although with inconclusive certainty. However, the threat intelligence agent found no matches in known threat databases, which lowers the overall risk score. The convergence of these indicators, particularly the linguistic red flags and the lack of threat intelligence matches, suggests that while the email may warrant caution, it does not definitively indicate a malicious intent.",0.731,MEDIUM,0.5,INCONCLUSIVE,0.0,LOW,69.16,2025-11-17T01:08:38.369085,False,success
monkeyReport,9 emails on hold for 12/17/2024 04:41:00 pm,1,HIGH,0.7993399999999999,DEFINITIVE,"Based on the email security analysis, this email poses a high risk (score: 0.80) with definitive certainty, primarily due to strong linguistic indicators of phishing. The Linguistic Agent detected extremely high BERT phishing confidence (0.9989), urgency tactics, and authority impersonation, contributing significantly to the final score. While the Technical Validation and Threat Intelligence Agents provided lower risk scores, the convergence of these linguistic factors strongly suggests a phishing attempt. The email's use of urgency and impersonation, combined with the high phishing confidence, indicates a targeted attempt to manipulate the recipient into taking immediate action.",0.9989,DEFINITIVE,0.5,INCONCLUSIVE,0.5,LOW,21.21,2025-11-17T01:08:59.578761,False,success
,panenergy marketing march 2000 production,0,LOW,0.36,LOW,"Based on the email security analysis, the overall risk assessment is low, with a risk score of 0.36 and a low certainty level. The primary contributing factor to this assessment is the Linguistic Agent, which detected no urgency, authority impersonation, or fear tactics, but still assigned a medium certainty to its findings. The Technical Validation and Threat Intelligence agents both returned inconclusive results, with no matches found in known threat databases and no technical red flags identified. While the Linguistic Agent's findings contribute the most to the final score, the lack of corroborating evidence from other agents lowers the overall certainty and risk assessment.",0.5,MEDIUM,0.3,INCONCLUSIVE,0.0,INCONCLUSIVE,17.82,2025-11-17T01:09:17.395381,True,success
IT Helpdesk | ERP Manager,Your mailbox is 95% full,1,MEDIUM,0.69982,DEFINITIVE,"Based on the email security analysis, this email presents a medium risk, with a definitive certainty level, primarily due to the linguistic content. The Linguistic Agent identified high urgency language, fear tactics, and authority impersonation, contributing significantly to the overall risk score. While the Technical Validation Agent found some inconclusive technical indicators, the Threat Intelligence Agent did not find any matches in known threat databases, which is why the overall risk is not higher. The convergence of these factors, particularly the strong linguistic indicators, suggests that this email is likely a phishing attempt designed to provoke an immediate response.",0.9997,DEFINITIVE,0.5,INCONCLUSIVE,0.0,LOW,24.93,2025-11-17T01:09:42.327173,False,success
DHL,Your Package 452200US566 is ready !,1,HIGH,0.7585079765319824,DEFINITIVE,"Based on the email security analysis, this email poses a high risk (score: 0.76) of being a phishing attempt, with definitive certainty. The primary contributing factors are the linguistic red flags identified by the Linguistic Agent, which detected high urgency, requests for sensitive information, and the use of a URL shortener to obscure the destination. The Technical Validation Agent corroborated these findings, while the Threat Intelligence Agent did not find any matches in known threat databases. Specifically, the email's attempt to create urgency by threatening a package return and its request for payment and personal details are classic phishing tactics, and the use of a URL shortener is a common technique to hide malicious links.",0.9975132942199708,DEFINITIVE,0.8,DEFINITIVE,0.0,LOW,31.94,2025-11-17T01:10:14.269521,False,success
,re : aiesec,0,MEDIUM,0.4599999999999999,LOW,"Based on the email security analysis, this email presents a medium risk with low certainty, suggesting that while there are some concerning factors, the overall threat level is not high. The primary contributors to this assessment are the Linguistic and Threat Intelligence agents, which both assigned a risk score of 0.50. The Linguistic Agent did not detect any urgent language, authority impersonation, or fear tactics, but the low certainty indicates that the email's content is inconclusive. Meanwhile, the Threat Intelligence Agent found that the email's URL matches entries in known malware databases, contributing to the medium risk score. The convergence of these indicators, along with the low certainty levels across agents, suggests that while the email may not be immediately dangerous, it warrants further investigation due to its suspicious links.",0.5,LOW,0.3,INCONCLUSIVE,0.5,LOW,47.93,2025-11-17T01:11:02.200167,True,success
,prc rep information breakfast,0,MEDIUM,0.4599999999999999,LOW,"Based on the email security analysis, this message presents a medium risk, with low certainty, indicating that while there are some concerning factors, the evidence is not definitive. The primary contributors to this assessment are the Linguistic Agent, which detected phishing language such as urgency (""year-end PRC quickly approaching"") and authority (""your role in the process is critical""), and the Threat Intelligence Agent, which found that the email's URL matches entries in known malware databases. The Technical Validation Agent, however, found inconclusive evidence, which is why the overall certainty is low. The convergence of these indicators—linguistic red flags and a URL linked to known threats—suggests that this email warrants caution, despite the inconclusive technical validation.",0.5,MEDIUM,0.3,INCONCLUSIVE,0.5,LOW,23.52,2025-11-17T01:11:25.720311,True,success
Wells Fago,Wellsfago: Important security information,1,HIGH,0.75988,DEFINITIVE,"Based on the email security analysis, this email presents a high risk of being a phishing attempt, with a definitive certainty level. The primary contributing factors are the linguistic indicators, which detected high-confidence phishing language, urgency tactics, and impersonation of Wells Fargo with spelling errors. The Technical Validation Agent supported this assessment with a high risk score, while the Threat Intelligence Agent found no matches in known threat databases. The convergence of these indicators, particularly the linguistic red flags and the technical validation, strongly suggests that this email is a malicious attempt to trick users into revealing sensitive information.",0.9998,DEFINITIVE,0.8,DEFINITIVE,0.0,LOW,37.47,2025-11-17T01:12:03.228189,False,success
Prime Notification,"Your Prime membership is Renewing on Thu, June 27, 2024 2:30 AM Reff-CDJZSJZG",1,MEDIUM,0.5,LOW,"Based on the email security analysis, this message has been assessed as a MEDIUM risk, but with LOW certainty, indicating that while there are some concerning factors, the evidence is not conclusive. The PRIMARY contributing factors to this assessment are the linguistic elements detected by the Linguistic Agent, which flagged the email for creating a sense of urgency, using a generic greeting, and requesting sensitive information. Additionally, the Threat Intelligence Agent found that the URL in the email matches entries in known malware databases, further raising suspicion. However, the Technical Validation Agent's inconclusive results temper the overall risk assessment, as the domain age and other technical indicators did not provide clear evidence of malicious intent.",0.5,MEDIUM,0.5,INCONCLUSIVE,0.5,LOW,25.48,2025-11-17T01:12:28.704854,False,success
,super saturday iv interviews,0,LOW,0.36,LOW,"Based on the email security analysis, the overall risk assessment for this email is low, with a risk score of 0.36 and low certainty. The primary contributing factor to this score is the linguistic analysis, which detected no urgency, authority impersonation, or fear language, contributing a score of 0.30 to the final assessment. The technical validation and threat intelligence agents did not find significant issues, with the technical validation agent yielding an inconclusive certainty level and the threat intelligence agent finding no matches in known threat databases. The convergence of these indicators suggests that this email is likely legitimate, as the linguistic analysis did not raise any red flags and the other agents did not find any technical or intelligence-based threats.",0.5,MEDIUM,0.3,INCONCLUSIVE,0.0,LOW,20.09,2025-11-17T01:12:48.798417,True,success
Administrator Team,jose@monkey.org Account Update Verification 21 Mar 2024,1,MEDIUM,0.6993999999999999,DEFINITIVE,"The email has been assessed as a MEDIUM risk, with a definitive certainty level, primarily due to the linguistic content which strongly suggests a phishing attempt. The Linguistic Agent identified extreme urgency, authority impersonation, and fear tactics, contributing significantly to the overall risk score. While the Technical Validation Agent found some inconclusive technical indicators, the Threat Intelligence Agent did not find any matches in known threat databases, which is why the overall risk is not higher. The convergence of these indicators, particularly the high-confidence linguistic red flags, points to a likely phishing attempt despite the lack of technical and threat intelligence corroboration.",0.999,DEFINITIVE,0.5,INCONCLUSIVE,0.0,LOW,34.56,2025-11-17T01:13:23.359742,False,success
"""monkey.org""",[WARNING] New Location Sign-In Alert!,1,HIGH,0.7997599999999999,DEFINITIVE,"Email security analysis completed. Risk Score: 0.80 (HIGH). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.9996,DEFINITIVE,0.5,INCONCLUSIVE,0.5,LOW,26.72,2025-11-17T01:13:50.076866,False,success
,re : global rates,0,LOW,0.36,LOW,"Based on the email security analysis, the overall risk assessment for this email is low, with a risk score of 0.36 and low certainty. The primary contributing factors to this assessment are the linguistic indicators, which, despite not detecting urgency, authority impersonation, or fear tactics, still contributed a risk score of 0.50 with medium certainty. The technical validation and threat intelligence agents did not significantly contribute to the risk score, with the technical validation agent finding inconclusive results and the threat intelligence agent finding no matches in known threat databases. The convergence of these indicators suggests that while the email's language may be somewhat suspicious, there is no technical or intelligence-based evidence to support a higher risk assessment.",0.5,MEDIUM,0.3,INCONCLUSIVE,0.0,LOW,27.98,2025-11-17T01:14:18.063288,True,success
,= ? ansi _ x 3 . 4 - 1968 ? q ? use _ of _ corporate _ american _ expre ? =,0,LOW,0.36,INCONCLUSIVE,"Based on the email security analysis, the overall risk assessment is LOW with an inconclusive certainty level, indicating that while some potential red flags were identified, there is not enough evidence to confirm a definitive threat. The primary contributing factors to this assessment were the Linguistic Agent's detection of phishing language, such as urgency (""effective immediately"", ""suspended indefinitely"") and authority claims (""approved by your management"", ""director global travel services""), as well as outdated references to Enron and 2001 dates. The Technical Validation Agent and Threat Intelligence Agent did not find significant issues, with the latter confirming no matches in known malware databases. The convergence of these indicators, particularly the linguistic red flags, suggests a possible phishing attempt, but the lack of corroborating technical or intelligence data keeps the overall risk at a low level.",0.5,INCONCLUSIVE,0.3,INCONCLUSIVE,0.0,LOW,29.92,2025-11-17T01:14:47.982079,True,success
"""Monkey Via Messenger:2024-07-26 15:24:pm""","""Angela Faria"" sent you a message",1,HIGH,0.85988,DEFINITIVE,"Based on the email security analysis, this email poses a high risk (score: 0.86) and is definitively identified as a potential threat. The primary contributing factors are the linguistic red flags, such as extreme urgency, unusual sender address format, and a request to download an attachment, all of which are common phishing tactics and contributed a full 0.60 to the final score. The Technical Validation Agent confirmed the email's suspicious nature with a score of 0.80, while the Threat Intelligence Agent found low-certainty matches in known threat databases, adding a smaller but still significant contribution. The convergence of these indicators, particularly the definitive linguistic findings and technical validation, strongly suggests this email is an attempt at phishing.",0.9998,DEFINITIVE,0.8,DEFINITIVE,0.5,LOW,20.66,2025-11-17T01:15:08.642503,False,success
,"re : ww , the coat rack",0,MEDIUM,0.6599356985092162,DEFINITIVE,"Based on the email security analysis, this email poses a medium risk, with a definitive certainty level, primarily due to linguistic irregularities. The Linguistic Agent identified a nonsensical subject line that didn't match the body content, random words and symbols in the body, and a potentially spoofed sender address, contributing significantly to the overall risk score. While the Technical Validation and Threat Intelligence agents did not find conclusive evidence, the strong indicators from the Linguistic Agent suggest this email is likely a phishing attempt or spam. The high confidence in these linguistic findings, despite inconclusive technical and threat intelligence results, underscores the importance of scrutinizing email content for anomalies.",0.9998928308486938,DEFINITIVE,0.3,INCONCLUSIVE,0.0,INCONCLUSIVE,23.04,2025-11-17T01:15:31.681146,True,success
,discount rates and risk capital,0,LOW,0.3,LOW,"Based on the email security analysis, the overall risk assessment is low, with a risk score of 0.30 and low certainty. The primary contributing factor to this score is the Linguistic Agent, which detected no urgency, authority impersonation, or fear tactics, but still assigned a medium certainty risk score of 0.50 due to other linguistic indicators. The Technical Validation and Threat Intelligence agents both returned a risk score of 0.00, as the email originated from an internal domain and no known malicious URLs or threat intelligence matches were found. The convergence of these indicators suggests that while the email's language may warrant some caution, the technical and threat intelligence aspects do not present any significant risks.",0.5,MEDIUM,0.0,INCONCLUSIVE,0.0,LOW,24.94,2025-11-17T01:15:56.625456,True,success
"""Geek<>Squad Support-Team +1-813-776-1410 via DocuSign""",Payment Received [PP190208843783] Geek^^Squad+1-813-776-1410,1,MEDIUM,0.63952,DEFINITIVE,"Based on the email security analysis, this email presents a medium risk, with a definitive certainty level, primarily due to linguistic indicators suggesting a phishing attempt. The Linguistic Agent identified high urgency language, authority impersonation of GeekSquad and DocuSign, and a suspicious payment request for $359.99, contributing significantly to the overall risk score. While the Technical Validation Agent found no conclusive technical red flags, the Threat Intelligence Agent did not find any matches in known threat databases, but the combination of linguistic cues strongly suggests a potential phishing attempt targeting users with a sense of urgency and impersonating trusted entities. The high confidence in the linguistic findings, despite inconclusive technical and threat intelligence results, warrants caution and further scrutiny of this email.",0.9992,DEFINITIVE,0.2,INCONCLUSIVE,0.0,LOW,71.99,2025-11-17T01:17:08.648101,False,success
Monkey Support,IMPORTANT: Keep Same Credential For Monkey Email,1,HIGH,0.7997599999999999,DEFINITIVE,"Based on the email security analysis, this email poses a high risk (score: 0.80) with definitive certainty, indicating a strong likelihood of being a phishing attempt. The primary contributing factors are the linguistic red flags identified by the Linguistic Agent, which detected high urgency, authority impersonation through the 'Monkey Support' sender, and a suspicious request to 'KEEP MY PASSWORD'. While the Technical Validation and Threat Intelligence agents did not find conclusive evidence, the linguistic indicators alone significantly increased the overall risk score. The convergence of these factors, particularly the definitive linguistic findings, underscores the email's suspicious nature and warrants immediate caution.",0.9996,DEFINITIVE,0.5,INCONCLUSIVE,0.5,LOW,33.23,2025-11-17T01:17:41.879148,False,success
,re : aig highstar,0,LOW,0.36,LOW,"Based on the email security analysis, the overall risk assessment for this email is low, with a risk score of 0.36 and low certainty. The primary contributing factor to this score is the linguistic analysis, which detected potential phishing language (risk score 0.50) but with low certainty, contributing 0.30 to the final score. The technical validation agent found some inconclusive indicators (risk score 0.30), while the threat intelligence agent found no matches in known threat databases (risk score 0.00). The different indicators converge as the linguistic agent's findings of phishing language were not corroborated by the threat intelligence agent, which found no known malicious patterns or URLs, leading to an overall low-risk assessment.",0.5,LOW,0.3,INCONCLUSIVE,0.0,LOW,19.89,2025-11-17T01:18:01.769707,True,success
Mail Administrator,Storage Notification Alert!,1,MEDIUM,0.63952,DEFINITIVE,"Based on the email security analysis, this message poses a medium risk, with a definitive certainty level, primarily due to linguistic red flags. The Linguistic Agent identified high urgency language, authority impersonation, and a suspicious link, contributing significantly to the overall risk score. While the Technical Validation Agent found no concerning technical indicators, the Threat Intelligence Agent did not find any matches in known threat databases, but the combination of urgency, impersonation, and the suspicious link suggests a potential phishing attempt. The email's use of ""Mail Administrator"" as the sender, along with the urgent deadline, are classic phishing tactics, and the link's domain age and lack of reputation further support this assessment.",0.9992,DEFINITIVE,0.2,INCONCLUSIVE,0.0,LOW,62.14,2025-11-17T01:19:03.911417,False,success
,re : lawyer,0,MEDIUM,0.4599999999999999,LOW,"Based on the email security analysis, this email presents a medium risk, primarily due to linguistic and threat intelligence indicators, although the overall certainty of this assessment is low. The Linguistic Agent flagged the email for potential phishing language, while the Threat Intelligence Agent found that the URL matches entries in known malware databases, contributing significantly to the final risk score. The Technical Validation Agent, however, found fewer concerning factors, such as a relatively new domain age, which slightly lowered the overall risk assessment. Together, these indicators suggest a possible phishing attempt, but the low certainty level indicates that further investigation may be needed to confirm the threat.",0.5,LOW,0.3,LOW,0.5,LOW,24.11,2025-11-17T01:19:28.021026,True,success
"""monkey.org Support, Team""",Final Reminder: jose Confirm to continue,1,MEDIUM,0.4,LOW,"Based on the email security analysis, this message has been assessed as a medium risk, but with low certainty. The primary contributing factors to this assessment are the linguistic red flags identified by the Linguistic Agent, which detected urgency tactics, fear appeals, and inconsistent sender format, contributing a significant portion (0.30) to the final risk score. Although the Technical Validation and Threat Intelligence agents did not find conclusive evidence, the convergence of linguistic indicators suggests potential phishing attempts, as the email's language aligns with common manipulation techniques used in such scams. The overall risk is elevated due to these linguistic cues, despite the lack of corroborating technical or threat intelligence data.",0.5,MEDIUM,0.5,INCONCLUSIVE,0.0,INCONCLUSIVE,29.8,2025-11-17T01:19:57.824845,False,success
"""secure@centersecure.cam""",Verification,1,MEDIUM,0.43062,LOW,"Based on the email security analysis, this email presents a medium risk, with low certainty, indicating that while there are some concerning factors, it's not a clear-cut case of a malicious email. The primary contributing factors to this assessment are the linguistic red flags identified by the Linguistic Agent, such as urgency phrases like ""expires in the next 24 hour time,"" poor grammar and formatting, and a mismatched sender domain ('secure@centersecure.cam' vs. 'monkey.org'). The Linguistic Agent detected these issues with a medium certainty level (0.62 risk score), contributing significantly (0.37) to the final score. While the Technical Validation and Threat Intelligence agents did not find conclusive evidence of malicious activity, the linguistic indicators alone warrant caution, as they often correlate with phishing attempts.",0.6177,MEDIUM,0.3,INCONCLUSIVE,0.0,INCONCLUSIVE,19.61,2025-11-17T01:20:17.439462,False,success
"""Supportmonkey.org""",monkey.org 2023-08-16 07:55,1,HIGH,0.79982,DEFINITIVE,"Based on the email security analysis, this email presents a high risk (score: 0.80) and is definitively identified as a phishing attempt. The primary contributing factors are the linguistic red flags detected by the Linguistic Agent, which found high urgency claims, fear tactics, and poor grammar indicative of phishing, contributing a full 0.60 to the final score. The Threat Intelligence Agent also played a role, identifying that the URL matches known malware databases, although with low certainty. These indicators converge to strongly suggest that this email is a phishing attempt, as the linguistic patterns align with common phishing tactics and the URL has been flagged in threat intelligence databases.",0.9997,DEFINITIVE,0.5,INCONCLUSIVE,0.5,LOW,27.64,2025-11-17T01:20:45.082130,False,success
,super quick weight loss,0,MEDIUM,0.65994,DEFINITIVE,"Based on the email security analysis, this email presents a medium risk, with a definitive certainty level, primarily due to strong indicators of a phishing attempt. The Linguistic Agent, which carries the most weight in this assessment, detected high-confidence phishing language using its BERT model, noting suspicious urgency and nonsensical text, contributing significantly to the overall risk score. While the Technical Validation and Threat Intelligence Agents did not find conclusive evidence, the linguistic red flags alone warrant caution. The convergence of these indicators suggests that, despite the lack of technical or intelligence-based threats, the email's content is highly suspicious and should be treated as a potential phishing attempt.",0.9999,DEFINITIVE,0.3,INCONCLUSIVE,0.0,INCONCLUSIVE,19.19,2025-11-17T01:21:04.270641,True,success
"""Voicemail, monkey.org""",Re: jose You have a new Voicemail From PURANMAL RESTAURANT LLC,1,MEDIUM,0.59922,DEFINITIVE,"Based on the email security analysis, this email presents a medium risk, with a definitive certainty level, primarily due to linguistic indicators suggesting a phishing attempt. The Linguistic Agent identified high-confidence markers of phishing language (0.9987) and urgent intent (0.9987), with the email employing pretexting by claiming to be a missed call notification from ""PURANMAL RESTAURANT LLC."" Although the Technical Validation and Threat Intelligence agents did not find conclusive evidence, the strong linguistic indicators alone contribute significantly to the overall risk score. The convergence of these factors suggests that while the email's technical aspects may not be overtly malicious, the content and language used are highly suspicious and indicative of a phishing attempt.",0.9987,DEFINITIVE,0.0,INCONCLUSIVE,0.0,INCONCLUSIVE,16.1,2025-11-17T01:21:53.144888,False,success
Dispatching center,Pending shipment received at facility,1,MEDIUM,0.69988,DEFINITIVE,"Based on the email security analysis, this email presents a medium risk, with a definitive certainty level, primarily due to strong indicators of a phishing attempt. The Linguistic Agent identified high-confidence markers of phishing, suspicious intent, and urgent language, contributing significantly to the overall risk score. While the Technical Validation Agent found inconclusive technical indicators and the Threat Intelligence Agent did not find any matches in known threat databases, the convergence of linguistic red flags strongly suggests a potential phishing attempt. The high confidence levels (0.9998) from the Linguistic Agent underscore the need for caution, even though other factors did not contribute to the risk assessment.",0.9998,DEFINITIVE,0.5,INCONCLUSIVE,0.0,LOW,30.49,2025-11-17T01:22:23.633008,False,success
,california update 2 / 12,0,LOW,0.36,LOW,"Based on the email security analysis, the overall risk assessment is LOW, with a risk score of 0.36 and a LOW certainty level. The PRIMARY contributing factor to this assessment is the Linguistic Agent, which detected no urgency, authority impersonation, or fear tactics, contributing a score of 0.30 to the final risk score. The Technical Validation Agent found inconclusive results, while the Threat Intelligence Agent found no matches in known threat databases, both contributing minimally to the final score. The convergence of these indicators suggests that, while the email's language is neutral, the lack of technical red flags and threat intelligence matches supports the LOW risk assessment.",0.5,MEDIUM,0.3,INCONCLUSIVE,0.0,LOW,53.74,2025-11-17T01:23:17.376485,True,success
